CaseID,Activity,Resource,completeTimestamp
4507005845_00030,Create Purchase Order Item,user_172,968
4507005845_00030,Record Goods Receipt,user_173,973
4507005861_00030,Create Purchase Order Item,user_172,968
4507005861_00030,Record Goods Receipt,user_173,973
4507005862_00090,Create Purchase Order Item,user_172,969
4507005862_00090,Record Goods Receipt,user_173,973
4507005863_00030,Create Purchase Order Item,user_172,969
4507005863_00030,Record Goods Receipt,user_173,973
4507005866_00010,Create Purchase Order Item,user_043,969
4507005866_00010,Vendor creates invoice,NONE,1512
4507005866_00010,Record Goods Receipt,user_044,1548
4507005900_00030,Create Purchase Order Item,user_172,969
4507005900_00030,Record Goods Receipt,user_173,973
4507005905_00080,Create Purchase Order Item,user_172,969
4507005905_00080,Record Goods Receipt,user_173,973
4507005909_00010,Create Purchase Order Item,user_147,969
4507005909_00010,Change Quantity,user_147,1209
4507005909_00010,Vendor creates invoice,NONE,1344
4507005909_00010,Record Goods Receipt,user_044,1404
4507006002_00010,Create Purchase Order Item,user_141,971
4507006002_00010,Vendor creates invoice,NONE,1512
4507006002_00010,Record Goods Receipt,user_044,1573
4507006008_00010,Create Purchase Order Item,user_141,971
4507006008_00010,Vendor creates invoice,NONE,2736
4507006008_00010,Record Goods Receipt,user_044,2749
4507006008_00020,Create Purchase Order Item,user_141,971
4507006008_00020,Vendor creates invoice,NONE,1728
4507006008_00020,Record Goods Receipt,user_044,1813
4507006012_00020,Create Purchase Order Item,batch_02,972
4507006012_00020,Record Goods Receipt,user_144,993
4507006018_00030,Create Purchase Order Item,user_192,972
4507006018_00030,Change Price,user_039,1019
4507006018_00030,Record Goods Receipt,user_188,1479
4507006018_00040,Create Purchase Order Item,user_192,972
4507006018_00040,Change Price,user_039,1019
4507006018_00040,Record Goods Receipt,user_188,1359
4507006025_00010,Create Purchase Order Item,user_147,972
4507006025_00010,Record Goods Receipt,user_130,1046
4507006042_00020,Create Purchase Order Item,user_147,973
4507006042_00020,Vendor creates invoice,NONE,1392
4507006042_00020,Record Goods Receipt,batch_06,1529
4507006052_00010,Create Purchase Order Item,user_147,974
4507006052_00010,Change Price,user_146,1162
4507006052_00010,Vendor creates invoice,NONE,1704
4507006052_00010,Record Goods Receipt,batch_06,1744
4507006052_00020,Create Purchase Order Item,user_147,974
4507006052_00020,Change Price,user_146,1162
4507006052_00020,Vendor creates invoice,NONE,1704
4507006052_00020,Record Goods Receipt,batch_06,1744
4507006052_00030,Create Purchase Order Item,user_147,974
4507006052_00030,Change Price,user_146,1162
4507006052_00030,Vendor creates invoice,NONE,1704
4507006052_00030,Record Goods Receipt,batch_06,1744
4507006055_00010,Create Purchase Order Item,user_147,974
4507006055_00010,Record Goods Receipt,batch_06,1735
4507006055_00020,Create Purchase Order Item,user_147,974
4507006055_00020,Record Goods Receipt,batch_06,1338
4507006055_00030,Create Purchase Order Item,user_147,974
4507006055_00030,Change Quantity,user_147,1217
4507006055_00030,Change Quantity,user_147,1312
4507006055_00030,Record Goods Receipt,batch_06,1543
4507006055_00040,Create Purchase Order Item,user_147,974
4507006055_00040,Record Goods Receipt,batch_06,1735
4507006055_00050,Create Purchase Order Item,user_147,974
4507006055_00050,Record Goods Receipt,batch_06,1735
4507006055_00060,Create Purchase Order Item,user_147,974
4507006055_00060,Record Goods Receipt,batch_06,1735
4507006055_00070,Create Purchase Order Item,user_147,974
4507006055_00070,Record Goods Receipt,batch_06,1735
4507006061_00020,Create Purchase Order Item,user_138,974
4507006061_00020,Record Goods Receipt,user_138,974
4507006063_00030,Create Purchase Order Item,user_138,974
4507006063_00030,Record Goods Receipt,user_138,974
4507006063_00040,Create Purchase Order Item,user_138,974
4507006063_00040,Record Goods Receipt,user_138,974
4507006074_00010,Create Purchase Order Item,user_147,976
4507006074_00010,Record Goods Receipt,user_130,1141
4507006074_00020,Create Purchase Order Item,user_147,976
4507006074_00020,Record Goods Receipt,user_130,1141
4507006074_00030,Create Purchase Order Item,user_147,976
4507006074_00030,Record Goods Receipt,user_130,1141
4507006074_00040,Create Purchase Order Item,user_147,976
4507006074_00040,Record Goods Receipt,batch_06,1384
4507006074_00050,Create Purchase Order Item,user_147,976
4507006074_00050,Record Goods Receipt,user_130,1141
4507006074_00060,Create Purchase Order Item,user_147,976
4507006074_00060,Record Goods Receipt,user_130,1141
4507006074_00070,Create Purchase Order Item,user_147,976
4507006074_00070,Record Goods Receipt,user_130,1141
4507006074_00080,Create Purchase Order Item,user_147,976
4507006074_00080,Record Goods Receipt,user_130,1141
4507006074_00090,Create Purchase Order Item,user_147,976
4507006074_00090,Record Goods Receipt,user_130,1141
4507006074_00100,Create Purchase Order Item,user_147,976
4507006074_00100,Record Goods Receipt,batch_06,1694
4507006074_00110,Create Purchase Order Item,user_147,976
4507006074_00110,Record Goods Receipt,user_130,1046
4507006074_00120,Create Purchase Order Item,user_147,976
4507006074_00120,Record Goods Receipt,user_130,1141
4507006074_00130,Create Purchase Order Item,user_147,976
4507006074_00130,Vendor creates invoice,NONE,1344
4507006074_00130,Record Goods Receipt,batch_06,1360
4507006074_00190,Create Purchase Order Item,user_147,976
4507006074_00190,Change Quantity,user_147,1166
4507006074_00190,Record Goods Receipt,user_130,1169
4507006074_00200,Create Purchase Order Item,user_147,976
4507006074_00200,Vendor creates invoice,NONE,1152
4507006074_00200,Record Goods Receipt,batch_06,1407
4507006074_00500,Create Purchase Order Item,user_147,976
4507006074_00500,Vendor creates invoice,NONE,1392
4507006074_00500,Record Goods Receipt,batch_06,1401
4507006074_00510,Create Purchase Order Item,user_147,976
4507006074_00510,Vendor creates invoice,NONE,1560
4507006074_00510,Record Goods Receipt,batch_06,1575
4507006074_00530,Create Purchase Order Item,user_147,1701
4507006074_00530,Vendor creates invoice,NONE,1704
4507006074_00530,Record Goods Receipt,batch_06,1720
4507006074_00540,Create Purchase Order Item,user_147,1701
4507006074_00540,Vendor creates invoice,NONE,1704
4507006074_00540,Record Goods Receipt,batch_06,1720
4507006092_00100,Create Purchase Order Item,user_147,976
4507006092_00100,Change Quantity,user_141,1049
4507006092_00100,Change Quantity,user_141,1144
4507006092_00100,Vendor creates invoice,NONE,1152
4507006092_00100,Vendor creates debit memo,NONE,1152
4507006092_00100,Record Goods Receipt,user_130,1166
4507006099_00090,Create Purchase Order Item,user_147,977
4507006099_00090,Vendor creates invoice,NONE,1056
4507006099_00090,Record Goods Receipt,user_130,1065
4507006099_00100,Create Purchase Order Item,user_147,977
4507006099_00100,Vendor creates invoice,NONE,1056
4507006099_00100,Record Goods Receipt,user_130,1065
4507006099_00150,Create Purchase Order Item,user_147,977
4507006099_00150,Vendor creates invoice,NONE,1176
4507006099_00150,Record Goods Receipt,user_130,1211
4507006099_00180,Create Purchase Order Item,user_147,977
4507006099_00180,Vendor creates invoice,NONE,1056
4507006099_00180,Record Goods Receipt,user_130,1065
4507006141_00030,Create Purchase Order Item,user_040,990
4507006141_00030,Vendor creates invoice,NONE,1032
4507006141_00030,Record Goods Receipt,batch_02,1073
4507006141_00040,Create Purchase Order Item,user_040,990
4507006141_00040,Vendor creates invoice,NONE,1032
4507006141_00040,Record Goods Receipt,batch_02,1073
4507006141_00050,Create Purchase Order Item,user_040,990
4507006141_00050,Vendor creates invoice,NONE,1032
4507006141_00050,Record Goods Receipt,batch_02,1073
4507006141_00060,Create Purchase Order Item,user_040,990
4507006141_00060,Vendor creates invoice,NONE,1032
4507006141_00060,Record Goods Receipt,batch_02,1073
4507006141_00070,Create Purchase Order Item,user_040,990
4507006141_00070,Vendor creates invoice,NONE,1032
4507006141_00070,Record Goods Receipt,batch_02,1073
4507006141_00080,Create Purchase Order Item,user_040,990
4507006141_00080,Vendor creates invoice,NONE,1032
4507006141_00080,Record Goods Receipt,batch_02,1073
4507006141_00170,Create Purchase Order Item,user_040,990
4507006141_00170,Vendor creates invoice,NONE,1032
4507006141_00170,Record Goods Receipt,batch_02,1073
4507006141_00200,Create Purchase Order Item,user_040,990
4507006141_00200,Vendor creates invoice,NONE,1032
4507006141_00200,Record Goods Receipt,batch_02,1073
4507006141_00210,Create Purchase Order Item,user_040,990
4507006141_00210,Vendor creates invoice,NONE,1032
4507006141_00210,Record Goods Receipt,batch_02,1073
4507006141_00220,Create Purchase Order Item,user_040,990
4507006141_00220,Vendor creates invoice,NONE,1032
4507006141_00220,Record Goods Receipt,batch_02,1073
4507006141_00230,Create Purchase Order Item,user_040,990
4507006141_00230,Vendor creates invoice,NONE,1032
4507006141_00230,Record Goods Receipt,batch_02,1073
4507006148_00030,Create Purchase Order Item,user_038,991
4507006148_00030,Record Goods Receipt,user_029,1025
4507006159_00010,Create Purchase Order Item,user_138,992
4507006159_00010,Record Goods Receipt,user_138,992
4507006168_00010,Create Purchase Order Item,user_033,992
4507006168_00010,Receive Order Confirmation,user_029,996
4507006168_00010,Vendor creates invoice,NONE,1656
4507006168_00010,Record Goods Receipt,user_034,1716
4507006168_00020,Create Purchase Order Item,user_033,992
4507006168_00020,Receive Order Confirmation,user_029,996
4507006168_00020,Vendor creates invoice,NONE,1704
4507006168_00020,Record Goods Receipt,user_034,1716
4507006189_00020,Create Purchase Order Item,user_036,993
4507006189_00020,Vendor creates invoice,NONE,1032
4507006189_00020,Record Goods Receipt,user_029,1063
4507006189_00050,Create Purchase Order Item,user_036,993
4507006189_00050,Vendor creates invoice,NONE,1032
4507006189_00050,Record Goods Receipt,user_029,1063
4507006189_00260,Create Purchase Order Item,user_036,993
4507006189_00260,Vendor creates invoice,NONE,1032
4507006189_00260,Record Goods Receipt,user_029,1063
4507006189_00310,Create Purchase Order Item,user_036,993
4507006189_00310,Vendor creates invoice,NONE,1032
4507006189_00310,Record Goods Receipt,user_029,1063
4507006189_00320,Create Purchase Order Item,user_036,993
4507006189_00320,Vendor creates invoice,NONE,1032
4507006189_00320,Record Goods Receipt,user_029,1063
4507006189_00330,Create Purchase Order Item,user_036,993
4507006189_00330,Vendor creates invoice,NONE,1032
4507006189_00330,Record Goods Receipt,user_029,1063
4507006240_00010,Create Purchase Order Item,user_147,993
4507006240_00010,Vendor creates invoice,NONE,1488
4507006240_00010,Record Goods Receipt,batch_06,1501
4507006245_00020,Create Purchase Order Item,batch_02,994
4507006245_00020,Record Goods Receipt,user_144,1018
4507006267_00010,Create Purchase Order Item,user_147,994
4507006267_00010,Record Goods Receipt,user_130,1192
4507006296_00010,Create Purchase Order Item,user_072,995
4507006296_00010,Record Goods Receipt,batch_06,1315
4507006314_00010,Create Purchase Order Item,user_091,996
4507006314_00010,Vendor creates invoice,NONE,1536
4507006314_00010,Record Goods Receipt,user_031,1553
4507006315_00010,Create Purchase Order Item,user_091,996
4507006315_00010,Vendor creates invoice,NONE,1416
4507006315_00010,Record Goods Receipt,user_031,1692
4507006316_00010,Create Purchase Order Item,user_091,996
4507006316_00010,Vendor creates invoice,NONE,1512
4507006316_00010,Record Goods Receipt,user_032,1672
4507006329_00010,Create Purchase Order Item,user_138,997
4507006329_00010,Record Goods Receipt,user_138,997
4507006339_00010,Create Purchase Order Item,user_147,997
4507006339_00010,Vendor creates invoice,NONE,2064
4507006339_00010,Record Goods Receipt,user_044,2190
4507006347_00010,Create Purchase Order Item,user_091,997
4507006347_00010,Change Quantity,user_091,1378
4507006347_00010,Vendor creates invoice,NONE,1416
4507006347_00010,Record Goods Receipt,user_031,1549
4507006348_00010,Create Purchase Order Item,user_091,997
4507006348_00010,Vendor creates invoice,NONE,1416
4507006348_00010,Record Goods Receipt,user_031,1649
4507006371_00030,Create Purchase Order Item,user_147,998
4507006371_00030,Record Goods Receipt,batch_06,1545
4507006371_00040,Create Purchase Order Item,user_147,998
4507006371_00040,Record Goods Receipt,batch_06,1545
4507006390_00010,Create Purchase Order Item,user_091,999
4507006390_00010,Change Approval for Purchase Order,user_091,999
4507006390_00010,Vendor creates invoice,NONE,1320
4507006390_00010,Record Goods Receipt,user_031,2005
4507006392_00010,Create Purchase Order Item,user_091,999
4507006392_00010,Change Approval for Purchase Order,user_091,999
4507006392_00010,Vendor creates invoice,NONE,1488
4507006392_00010,Record Goods Receipt,user_031,1530
4507006395_00010,Create Purchase Order Item,user_091,999
4507006395_00010,Change Approval for Purchase Order,user_091,999
4507006395_00010,Vendor creates invoice,NONE,1392
4507006395_00010,Record Goods Receipt,user_031,1505
4507006397_00010,Create Purchase Order Item,user_091,999
4507006397_00010,Vendor creates invoice,NONE,1512
4507006397_00010,Record Goods Receipt,user_031,1862
4507006398_00010,Create Purchase Order Item,user_091,999
4507006398_00010,Vendor creates invoice,NONE,1416
4507006398_00010,Record Goods Receipt,user_031,1910
4507006411_00010,Create Purchase Order Item,user_192,1000
4507006411_00010,Record Goods Receipt,user_188,1000
4507006413_00010,Create Purchase Order Item,user_192,1000
4507006413_00010,Record Goods Receipt,user_188,1000
4507006420_00010,Create Purchase Order Item,user_147,1000
4507006420_00010,Vendor creates invoice,NONE,1200
4507006420_00010,Record Goods Receipt,batch_06,1575
4507006420_00020,Create Purchase Order Item,user_147,1000
4507006420_00020,Vendor creates invoice,NONE,1200
4507006420_00020,Record Goods Receipt,batch_06,1575
4507006420_00030,Create Purchase Order Item,user_147,1000
4507006420_00030,Vendor creates invoice,NONE,1200
4507006420_00030,Vendor creates invoice,NONE,1344
4507006420_00030,Record Goods Receipt,batch_06,1361
4507006420_00040,Create Purchase Order Item,user_147,1000
4507006420_00040,Vendor creates invoice,NONE,1200
4507006420_00040,Record Goods Receipt,batch_06,1575
4507006432_00030,Vendor creates invoice,NONE,1248
4507006432_00030,Create Purchase Order Item,user_172,3682
4507006432_00030,Record Goods Receipt,user_172,3682
4507006467_00020,Create Purchase Order Item,user_038,1015
4507006467_00020,Vendor creates invoice,NONE,1032
4507006467_00020,Record Goods Receipt,user_029,1049
4507006467_00030,Create Purchase Order Item,user_038,1015
4507006467_00030,Change Price,user_038,1021
4507006467_00030,Vendor creates invoice,NONE,1032
4507006467_00030,Record Goods Receipt,user_029,1049
4507006467_00040,Create Purchase Order Item,user_038,1015
4507006467_00040,Change Price,user_038,1021
4507006467_00040,Vendor creates invoice,NONE,1032
4507006467_00040,Record Goods Receipt,user_029,1049
4507006467_00050,Create Purchase Order Item,user_038,1015
4507006467_00050,Change Price,user_038,1021
4507006467_00050,Vendor creates invoice,NONE,1032
4507006467_00050,Record Goods Receipt,user_029,1049
4507006467_00060,Create Purchase Order Item,user_038,1015
4507006467_00060,Vendor creates invoice,NONE,1032
4507006467_00060,Record Goods Receipt,user_029,1049
4507006467_00130,Create Purchase Order Item,user_038,1015
4507006467_00130,Vendor creates invoice,NONE,1032
4507006467_00130,Record Goods Receipt,user_029,1049
4507006467_00140,Create Purchase Order Item,user_038,1015
4507006467_00140,Vendor creates invoice,NONE,1032
4507006467_00140,Record Goods Receipt,user_029,1049
4507006475_00010,Create Purchase Order Item,user_072,1016
4507006475_00010,Change Price,user_072,2193
4507006475_00010,Vendor creates invoice,NONE,2400
4507006475_00010,Record Goods Receipt,batch_06,2516
4507006475_00020,Create Purchase Order Item,user_072,1016
4507006475_00020,Record Goods Receipt,batch_06,2247
4507006475_00030,Create Purchase Order Item,user_072,1016
4507006475_00030,Record Goods Receipt,batch_06,2171
4507006532_00010,Create Purchase Order Item,user_068,1017
4507006532_00010,Vendor creates invoice,NONE,1848
4507006532_00010,Record Goods Receipt,user_058,1859
4507006603_00030,Create Purchase Order Item,user_138,1018
4507006603_00030,Record Goods Receipt,user_138,1018
4507006603_00040,Create Purchase Order Item,user_138,1018
4507006603_00040,Record Goods Receipt,user_138,1018
4507006605_00010,Create Purchase Order Item,user_147,1018
4507006605_00010,Vendor creates invoice,NONE,1488
4507006605_00010,Record Goods Receipt,batch_06,1501
4507006636_00010,Create Purchase Order Item,user_147,1019
4507006636_00010,Record Goods Receipt,user_044,1332
4507006639_00010,Create Purchase Order Item,user_045,1019
4507006639_00010,Vendor creates invoice,NONE,1320
4507006639_00010,Record Goods Receipt,user_049,1333
4507006685_00010,Create Purchase Order Item,user_147,1021
4507006685_00010,Vendor creates invoice,NONE,1344
4507006685_00010,Record Goods Receipt,batch_06,1360
4507006696_00010,Create Purchase Order Item,user_141,1021
4507006696_00010,Record Goods Receipt,user_044,1644
4507006701_00010,Create Purchase Order Item,user_141,1021
4507006701_00010,Change Quantity,user_141,1044
4507006701_00010,Vendor creates invoice,NONE,1248
4507006701_00010,Record Goods Receipt,user_044,1332
4507006701_00020,Create Purchase Order Item,user_141,1044
4507006701_00020,Vendor creates invoice,NONE,1896
4507006701_00020,Record Goods Receipt,user_044,1910
4507006729_00010,Create Purchase Order Item,user_142,1022
4507006729_00010,Vendor creates invoice,NONE,1248
4507006729_00010,Record Goods Receipt,user_080,1309
4507006729_00020,Create Purchase Order Item,user_142,1022
4507006729_00020,Vendor creates invoice,NONE,1248
4507006729_00020,Record Goods Receipt,user_080,1309
4507006729_00030,Create Purchase Order Item,user_142,1022
4507006729_00030,Vendor creates invoice,NONE,1248
4507006729_00030,Record Goods Receipt,user_080,1309
4507006729_00040,Create Purchase Order Item,user_142,1022
4507006729_00040,Vendor creates invoice,NONE,1248
4507006729_00040,Record Goods Receipt,user_080,1309
4507006729_00050,Create Purchase Order Item,user_142,1022
4507006729_00050,Vendor creates invoice,NONE,1248
4507006729_00050,Record Goods Receipt,user_080,1309
4507006729_00060,Create Purchase Order Item,user_142,1022
4507006729_00060,Vendor creates invoice,NONE,1248
4507006729_00060,Record Goods Receipt,user_080,1309
4507006729_00070,Create Purchase Order Item,user_142,1022
4507006729_00070,Vendor creates invoice,NONE,1248
4507006729_00070,Record Goods Receipt,user_080,1309
4507006729_00080,Create Purchase Order Item,user_142,1022
4507006729_00080,Vendor creates invoice,NONE,1248
4507006729_00080,Record Goods Receipt,user_080,1309
4507006729_00090,Create Purchase Order Item,user_142,1022
4507006729_00090,Vendor creates invoice,NONE,1248
4507006729_00090,Record Goods Receipt,user_080,1309
4507006729_00100,Create Purchase Order Item,user_142,1022
4507006729_00100,Vendor creates invoice,NONE,1248
4507006729_00100,Record Goods Receipt,user_080,1309
4507006729_00110,Create Purchase Order Item,user_142,1022
4507006729_00110,Vendor creates invoice,NONE,1248
4507006729_00110,Record Goods Receipt,user_080,1309
4507006729_00120,Create Purchase Order Item,user_142,1022
4507006729_00120,Vendor creates invoice,NONE,1248
4507006729_00120,Record Goods Receipt,user_080,1309
4507006729_00130,Create Purchase Order Item,user_142,1022
4507006729_00130,Vendor creates invoice,NONE,1248
4507006729_00130,Record Goods Receipt,user_080,1309
4507006729_00140,Create Purchase Order Item,user_142,1022
4507006729_00140,Vendor creates invoice,NONE,1248
4507006729_00140,Record Goods Receipt,user_080,1309
4507006729_00150,Create Purchase Order Item,user_142,1022
4507006729_00150,Vendor creates invoice,NONE,1248
4507006729_00150,Record Goods Receipt,user_080,1309
4507006729_00160,Create Purchase Order Item,user_142,1022
4507006729_00160,Vendor creates invoice,NONE,1248
4507006729_00160,Record Goods Receipt,user_080,1309
4507006729_00170,Create Purchase Order Item,user_142,1022
4507006729_00170,Vendor creates invoice,NONE,1248
4507006729_00170,Record Goods Receipt,user_080,1309
4507006729_00180,Create Purchase Order Item,user_142,1022
4507006729_00180,Vendor creates invoice,NONE,1248
4507006729_00180,Record Goods Receipt,user_080,1309
4507006729_00190,Create Purchase Order Item,user_142,1022
4507006729_00190,Vendor creates invoice,NONE,1248
4507006729_00190,Record Goods Receipt,user_080,1309
4507006760_00010,Create Purchase Order Item,user_204,1024
4507006760_00010,Vendor creates invoice,NONE,1752
4507006760_00010,Record Goods Receipt,user_190,1842
4507006776_00060,Create Purchase Order Item,user_192,1024
4507006776_00060,Change Price,user_039,1066
4507006776_00060,Record Goods Receipt,user_188,1576
4507006776_00080,Create Purchase Order Item,user_192,1024
4507006776_00080,Change Price,user_039,1066
4507006776_00080,Record Goods Receipt,user_188,1142
4507006782_00010,Create Purchase Order Item,user_147,1025
4507006782_00010,Vendor creates invoice,NONE,1392
4507006782_00010,Record Goods Receipt,batch_06,1403
4507006837_00010,Create Purchase Order Item,user_040,1040
4507006837_00010,Vendor creates invoice,NONE,1080
4507006837_00010,Record Goods Receipt,user_029,1145
4507006868_00010,Create Purchase Order Item,user_033,1040
4507006868_00010,Vendor creates invoice,NONE,1512
4507006868_00010,Record Goods Receipt,user_034,1525
4507006892_00070,Create Purchase Order Item,user_172,1041
4507006892_00070,Record Goods Receipt,user_173,1042
4507006893_00010,Create Purchase Order Item,user_172,1041
4507006893_00010,Record Goods Receipt,batch_12,1160
4507006912_00020,Create Purchase Order Item,user_172,1041
4507006912_00020,Record Goods Receipt,user_173,1042
4507006914_00020,Create Purchase Order Item,user_172,1041
4507006914_00020,Record Goods Receipt,user_173,1042
4507006915_00030,Create Purchase Order Item,user_172,1041
4507006915_00030,Record Goods Receipt,user_173,1042
4507006927_00060,Create Purchase Order Item,user_172,1042
4507006927_00060,Record Goods Receipt,user_173,1042
4507006938_00110,Create Purchase Order Item,user_172,1042
4507006938_00110,Record Goods Receipt,user_173,1042
4507006942_00120,Create Purchase Order Item,user_172,1042
4507006942_00120,Record Goods Receipt,user_173,1042
4507006953_00010,Create Purchase Order Item,user_059,1042
4507006953_00010,Vendor creates invoice,NONE,1680
4507006953_00010,Record Goods Receipt,user_031,1862
4507006979_00010,Create Purchase Order Item,user_147,1043
4507006979_00010,Record Goods Receipt,batch_06,1741
4507007019_00010,Create Purchase Order Item,user_147,1043
4507007019_00010,Vendor creates invoice,NONE,1392
4507007019_00010,Record Goods Receipt,batch_06,1529
4507007019_00030,Create Purchase Order Item,user_147,1043
4507007019_00030,Change Quantity,user_147,1090
4507007019_00030,Vendor creates invoice,NONE,1392
4507007019_00030,Record Goods Receipt,batch_06,1529
4507007033_00050,Create Purchase Order Item,user_142,1044
4507007033_00050,Vendor creates invoice,NONE,1368
4507007033_00050,Record Goods Receipt,user_080,1380
4507007033_00110,Create Purchase Order Item,user_142,1044
4507007033_00110,Vendor creates invoice,NONE,1416
4507007033_00110,Record Goods Receipt,user_080,1476
4507007033_00120,Create Purchase Order Item,user_142,1044
4507007033_00120,Vendor creates invoice,NONE,1368
4507007033_00120,Record Goods Receipt,user_080,1380
4507007033_00140,Create Purchase Order Item,user_142,1044
4507007033_00140,Vendor creates invoice,NONE,1416
4507007033_00140,Record Goods Receipt,user_080,1476
4507007033_00230,Create Purchase Order Item,user_142,1044
4507007033_00230,Vendor creates invoice,NONE,1368
4507007033_00230,Record Goods Receipt,user_080,1380
4507007033_00240,Create Purchase Order Item,user_142,1044
4507007033_00240,Vendor creates invoice,NONE,1368
4507007033_00240,Record Goods Receipt,user_080,1380
4507007033_00250,Create Purchase Order Item,user_142,1044
4507007033_00250,Vendor creates invoice,NONE,1368
4507007033_00250,Record Goods Receipt,user_080,1380
4507007033_00260,Create Purchase Order Item,user_142,1044
4507007033_00260,Vendor creates invoice,NONE,1368
4507007033_00260,Record Goods Receipt,user_080,1380
4507007033_00270,Create Purchase Order Item,user_142,1044
4507007033_00270,Vendor creates invoice,NONE,1368
4507007033_00270,Record Goods Receipt,user_080,1380
4507007034_00010,Create Purchase Order Item,user_147,1044
4507007034_00010,Vendor creates invoice,NONE,1704
4507007034_00010,Record Goods Receipt,batch_06,1741
4507007039_00010,Create Purchase Order Item,user_147,1045
4507007039_00010,Record Goods Receipt,batch_06,1735
4507007039_00020,Create Purchase Order Item,user_147,1045
4507007039_00020,Record Goods Receipt,batch_06,1735
4507007039_00030,Create Purchase Order Item,user_147,1045
4507007039_00030,Change Quantity,user_147,1210
4507007039_00030,Vendor creates invoice,NONE,1848
4507007039_00030,Record Goods Receipt,batch_06,1906
4507007039_00040,Create Purchase Order Item,user_147,1045
4507007039_00040,Record Goods Receipt,batch_06,1735
4507007039_00050,Create Purchase Order Item,user_147,1045
4507007039_00050,Change Quantity,user_147,1210
4507007039_00050,Record Goods Receipt,batch_06,1735
4507007039_00060,Create Purchase Order Item,user_147,1045
4507007039_00060,Record Goods Receipt,batch_06,1977
4507007039_00070,Create Purchase Order Item,user_147,1045
4507007039_00070,Record Goods Receipt,batch_06,1735
4507007050_00020,Vendor creates invoice,NONE,1200
4507007050_00020,Create Purchase Order Item,user_164,1841
4507007050_00020,Record Goods Receipt,user_173,1854
4507007071_00010,Create Purchase Order Item,batch_02,1047
4507007071_00010,Record Goods Receipt,user_144,1138
4507007084_00010,Create Purchase Order Item,user_147,1047
4507007084_00010,Record Goods Receipt,user_130,1141
4507007084_00130,Create Purchase Order Item,user_147,1047
4507007084_00130,Vendor creates invoice,NONE,1512
4507007084_00130,Vendor creates debit memo,NONE,1512
4507007084_00130,Record Goods Receipt,batch_06,1519
4507007084_00140,Create Purchase Order Item,user_147,1047
4507007084_00140,Change Quantity,user_147,1502
4507007084_00140,Vendor creates debit memo,NONE,1512
4507007084_00140,Vendor creates invoice,NONE,1512
4507007084_00140,Record Goods Receipt,batch_06,1519
4507007084_00160,Create Purchase Order Item,user_147,1047
4507007084_00160,Record Goods Receipt,batch_06,1694
4507007084_00170,Create Purchase Order Item,user_147,1047
4507007084_00170,Record Goods Receipt,batch_06,1669
4507007084_00180,Create Purchase Order Item,user_147,1047
4507007084_00180,Vendor creates invoice,NONE,1488
4507007084_00180,Record Goods Receipt,batch_06,1496
4507007084_00190,Create Purchase Order Item,user_147,1047
4507007084_00190,Record Goods Receipt,batch_06,1694
4507007084_00200,Create Purchase Order Item,user_147,1047
4507007084_00200,Record Goods Receipt,batch_06,1694
4507007084_00210,Create Purchase Order Item,user_147,1047
4507007084_00210,Record Goods Receipt,batch_06,1382
4507007084_00220,Create Purchase Order Item,user_147,1047
4507007084_00220,Record Goods Receipt,batch_06,1382
4507007084_00230,Create Purchase Order Item,user_147,1047
4507007084_00230,Record Goods Receipt,batch_06,1571
4507007084_00240,Create Purchase Order Item,user_147,1047
4507007084_00240,Record Goods Receipt,batch_06,1382
4507007084_00250,Create Purchase Order Item,user_147,1047
4507007084_00250,Vendor creates invoice,NONE,1488
4507007084_00250,Record Goods Receipt,batch_06,1496
4507007084_00260,Create Purchase Order Item,user_147,1047
4507007084_00260,Record Goods Receipt,batch_06,1382
4507007084_00270,Create Purchase Order Item,user_147,1047
4507007084_00270,Vendor creates invoice,NONE,1512
4507007084_00270,Vendor creates debit memo,NONE,1512
4507007084_00270,Record Goods Receipt,batch_06,1519
4507007084_00280,Create Purchase Order Item,user_147,1047
4507007084_00280,Record Goods Receipt,batch_06,1382
4507007084_00290,Create Purchase Order Item,user_147,1047
4507007084_00290,Record Goods Receipt,batch_06,1382
4507007084_00300,Create Purchase Order Item,user_147,1047
4507007084_00300,Record Goods Receipt,batch_06,1382
4507007084_00310,Create Purchase Order Item,user_147,1047
4507007084_00310,Record Goods Receipt,batch_06,1694
4507007084_00320,Create Purchase Order Item,user_147,1047
4507007084_00320,Record Goods Receipt,batch_06,1694
4507007084_00330,Create Purchase Order Item,user_147,1047
4507007084_00330,Record Goods Receipt,batch_06,1382
4507007084_00340,Create Purchase Order Item,user_147,1047
4507007084_00340,Record Goods Receipt,batch_06,1382
4507007084_00350,Create Purchase Order Item,user_147,1047
4507007084_00350,Record Goods Receipt,batch_06,1382
4507007084_00360,Create Purchase Order Item,user_147,1047
4507007084_00360,Record Goods Receipt,batch_06,1382
4507007084_00370,Create Purchase Order Item,user_147,1047
4507007084_00370,Record Goods Receipt,batch_06,1382
4507007084_00390,Create Purchase Order Item,user_147,1047
4507007084_00390,Record Goods Receipt,batch_06,1383
4507007084_00590,Create Purchase Order Item,user_147,1047
4507007084_00590,Record Goods Receipt,batch_06,1911
4507007084_00620,Create Purchase Order Item,user_147,1047
4507007084_00620,Vendor creates invoice,NONE,1752
4507007084_00620,Record Goods Receipt,batch_06,1812
4507007084_00630,Create Purchase Order Item,user_147,1047
